Price,Address,Size,Rooms
 29.5 M Ft ," Nyár utca, IV. kerület", 52 m² terület, 2 szoba
 20.9 M Ft ," Lehel utca, XIII. kerület", 26 m² terület, 1 szoba
 27.5 M Ft ," Szegedi út, XIII. kerület", 49 m² terület, 2 szoba
 24.8 M Ft ," Csángó utca, XIII. kerület", 32 m² terület, 1 szoba
 28.49 M Ft ," Julianus barát utca, IV. kerület", 35 m² terület, 1 + 1 fél szoba
 37 M Ft ," Tatai utca 86, XIII. kerület", 39 m² terület, 1 + 1 fél szoba
 22 M Ft ," Zamárdi utca, XX. kerület", 35 m² terület, 1 szoba
 38 M Ft ," Károlyi István utca 7, IV. kerület", 50 m² terület, 2 szoba
 36 M Ft ," Téglagyártó út, XX. kerület", 41 m² terület, 1 + 1 fél szoba
 32.8 M Ft ," Pannónia út, XIX. kerület", 44 m² terület, 2 szoba
 28.9 M Ft ," Kossuth Lajos utca 26-28, XX. kerület", 51 m² terület, 1 + 2 fél szoba
 34.5 M Ft ," Szent László út, XIII. kerület", 47 m² terület, 2 szoba
 36.2 M Ft ," Lőwy Izsák utca, IV. kerület", 59 m² terület, 2 szoba
 22.8 M Ft ," Madarász Viktor utca, XIII. kerület", 35 m² terület, 1 szoba
 36 M Ft ," Hollán Ernő utca 28, XIII. kerület", 40 m² terület, 1 szoba
 36.9 M Ft ," Hollán Ernő utca, XIII. kerület", 60 m² terület, 1 + 1 fél szoba
 28.5 M Ft ," Csángó utca, XIII. kerület", 35 m² terület, 1 szoba
 25.7 M Ft ," Munkásotthon utca, IV. kerület", 35 m² terület, 1 + 1 fél szoba
 36 M Ft ," Erdősor út 2., IV. kerület", 68 m² terület, 2 szoba
 18.8 M Ft ," Mohács utca, XIII. kerület", 25 m² terület, 1 szoba
 36.9 M Ft ," Tél utca, IV. kerület", 67 m² terület, 3 + 1 fél szoba
 26.9 M Ft ," Rózsa utca 42, IV. kerület", 53 m² terület, 2 szoba
 28.6 M Ft ," Baross utca, IV. kerület", 45 m² terület, 1 + 1 fél szoba
 36.5 M Ft ," Lehel utca, XIII. kerület", 41 m² terület, 2 szoba
 30.9 M Ft ," Berda József utca 42, IV. kerület", 76 m² terület, 2 + 1 fél szoba
 36.5 M Ft ," Závodszky Zoltán utca, IV. kerület", 73 m² terület, 3 + 1 fél szoba
 29.9 M Ft ," Lehel utca, XIII. kerület", 44 m² terület, 1 + 1 fél szoba
 24.9 M Ft ," Forgách utca, XIII. kerület", 32 m² terület, 1 szoba
 19.2 M Ft ," Orsolya utca, XX. kerület", 28 m² terület, 1 szoba
 28.9 M Ft ," Nagy Ignác utca, V. kerület", 26 m² terület, 1 szoba
 29.8 M Ft ," Deák Ferenc utca, IV. kerület", 58 m² terület, 1 + 2 fél szoba
 28.5 M Ft ," Alsóteleki utca 16-22., XX. kerület", 52 m² terület, 2 szoba
 24.9 M Ft ," Váci út, XIII. kerület", 30 m² terület, 1 szoba
 20.9 M Ft ," Szabolcs utca 5., XIII. kerület", 22 m² terület, 1 szoba
 28.2 M Ft ," Závodszky Zoltán utca, IV. kerület", 56 m² terület, 2 szoba
 29.9 M Ft ," Kerekes utca, XIII. kerület", 34 m² terület, 1 szoba
 27.8 M Ft ," Népfürdő utca, XIII. kerület", 37 m² terület, 1 szoba
 37 M Ft ," Futár utca, XIII. kerület", 55 m² terület, 1 + 2 fél szoba
 33.7 M Ft ," Erdősor út 12, IV. kerület", 61 m² terület, 2 + 1 fél szoba
 33 M Ft ," Kassák Lajos utca 70, XIII. kerület", 51 m² terület, 1 + 2 fél szoba
 35 M Ft ," Óceánárok utca 13, IV. kerület", 55 m² terület, 1 + 2 fél szoba
 27.8 M Ft ," Árpád utca, XIX. kerület", 53 m² terület, 1 + 2 fél szoba
 33 M Ft ," Balzac utca, XIII. kerület", 36 m² terület, 1 szoba
 37.5 M Ft ," Nádasdy Kálmán utca, IV. kerület", 72 m² terület, 2 + 2 fél szoba
 31 M Ft ," Árpád út, IV. kerület", 59 m² terület, 1 + 2 fél szoba
 29.9 M Ft ," Tisza utca, XIII. kerület", 31 m² terület, 1 szoba
 33.9 M Ft ," Virág utca 22, IV. kerület", 73 m² terület, 2 + 1 fél szoba
 36.49 M Ft ," Pannónia utca 114, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 23.9 M Ft ," Langlet Waldemár utca, IV. kerület", 32 m² terület, 1 szoba
 33 M Ft ," Forgách köz 18. 2.emelet, XIII. kerület", 49 m² terület, 2 szoba
 32.5 M Ft ," Virág utca, IV. kerület", 53 m² terület, 2 szoba
 21.9 M Ft ," Kassai utca, IV. kerület", 35 m² terület, 1 + 1 fél szoba
 34.9 M Ft ," Szent László út, XIII. kerület", 44 m² terület, 1 + 1 fél szoba
 29 M Ft ," Mészáros Lőrinc utca 27., XIX. kerület", 56 m² terület, 3 szoba
 28.9 M Ft ," Deák Ferenc utca, IV. kerület", 53 m² terület, 1 + 2 fél szoba
 35.7 M Ft ," Taksony utca 14, XIII. kerület", 38 m² terület, 2 szoba
 26.5 M Ft ," Pozsonyi utca, IV. kerület", 55 m² terület, 1 + 2 fél szoba
 29.99 M Ft ," Jáhn Ferenc utca 9, XIX. kerület", 53 m² terület, 1 + 2 fél szoba
 32.49 M Ft ," Kerekes utca, XIII. kerület", 43 m² terület, 1 + 1 fél szoba
 26.99 M Ft ," Ipoly utca, XIII. kerület", 29 m² terület, 1 szoba
 26.3 M Ft ," Perényi Zsigmond utca, IV. kerület", 43 m² terület, 1 + 1 fél szoba
 24.8 M Ft ," Kossuth Lajos utca, XX. kerület", 57 m² terület, 2 szoba
 38 M Ft ," Országbíró utca, XIII. kerület", 48 m² terület, 2 szoba
 17.9 M Ft ," Berda József utca, IV. kerület", 31 m² terület, 1 szoba
 35.9 M Ft ," Jász utca 44, XIII. kerület", 42 m² terület, 2 szoba
 23.9 M Ft ," Mosoly utca 19, XIII. kerület", 38 m² terület, 1 szoba
 34.9 M Ft ," Futár utca 13, XIII. kerület", 56 m² terület, 2 + 1 fél szoba
 35.2 M Ft ," Csíkszentiván utca 2, IV. kerület", 73 m² terület, 2 + 1 fél szoba
 32.9 M Ft ," Párkány utca 16, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 36.1 M Ft ," Váci út, XIII. kerület", 60 m² terület, 2 + 1 fél szoba
 23.5 M Ft ," Jász utca, XIII. kerület", 32 m² terület, 1 szoba
 21.5 M Ft ," Bíró Mihály utca, XX. kerület", 37 m² terület, 1 szoba
 37.5 M Ft ," Szent Imre utca, IV. kerület", 52 m² terület, 2 szoba
 32.9 M Ft ," Szabolcs utca, XIII. kerület", 34 m² terület, 1 szoba
 28.5 M Ft ," Corvin körút 39, XIX. kerület", 46 m² terület, 2 szoba
 29.9 M Ft ," Raoul Wallenberg utca, XIII. kerület", 31 m² terület, 1 szoba
 30.9 M Ft ," Jakab József utca 15, XIII. kerület", 27 m² terület, 1 szoba
 31.5 M Ft ," Népfürdő utca, XIII. kerület", 49 m² terület, 2 szoba
 35.5 M Ft ," József Attila utca, XIX. kerület", 45 m² terület, 2 szoba
 32 M Ft ," Hegedűs Gyula utca 23, XIII. kerület", 45 m² terület, 1 szoba
 24.9 M Ft ," Hamvas utca 12-14, XIX. kerület", 28 m² terület, 1 szoba
 34.5 M Ft ," Váci út 66, XIII. kerület", 53 m² terület, 2 szoba
 26.9 M Ft ," Fő utca, XIX. kerület", 53 m² terület, 1 + 2 fél szoba
 36.9 M Ft ," Katica utca, XIX. kerület", 67 m² terület, 2 + 2 fél szoba
 34.2 M Ft ," Pannónia utca 116, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 24.8 M Ft ," Visegrádi utca 63, XIII. kerület", 46 m² terület, 2 szoba
 29 M Ft ," Emőke utca 1, XX. kerület", 43 m² terület, 2 szoba
 26.3 M Ft ," Rákóczi utca, XIX. kerület", 57 m² terület, 1 + 2 fél szoba
 28.9 M Ft ," Váci út, XIII. kerület", 38 m² terület, 1 szoba
 25.7 M Ft ," Gyermek tér, XIII. kerület", 39 m² terület, 1 + 1 fél szoba
 25 M Ft ," Göncöl utca, XIII. kerület", 44 m² terület, 1 szoba
 21 M Ft ," Mohács utca, XIII. kerület", 26 m² terület, 1 szoba
 33.5 M Ft ," Hajló utca, IV. kerület", 67 m² terület, 2 + 2 fél szoba
 27.5 M Ft ," Nagykőrösi út, XIX. kerület", 46 m² terület, 2 szoba
 34.9 M Ft ," Hajdú utca, XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 19.9 M Ft ," Reitter Ferenc utca, XIII. kerület", 32 m² terület, 1 szoba
 37.4 M Ft ," Katona József utca 9-11., XIII. kerület", 59 m² terület, 2 szoba
 20.8 M Ft ," Jáhn Ferenc utca, XIX. kerület", 45 m² terület, 2 + 1 fél szoba
 33.9 M Ft ," Előd utca, XX. kerület", 57 m² terület, 2 szoba
 37.2 M Ft ," Megyeri út, IV. kerület", 44 m² terület, 1 + 1 fél szoba
 28 M Ft ," Jókai Mór utca, XX. kerület", 63 m² terület, 2 szoba
 21.9 M Ft ," Virág utca, IV. kerület", 35 m² terület, 1 + 1 fél szoba
 29.9 M Ft ," Dráva utca 12, XIII. kerület", 41 m² terület, 1 szoba
 28.9 M Ft ," Lajtha László utca, XX. kerület", 58 m² terület, 2 szoba
 33.9 M Ft ," Külső Szilágyi út 120, IV. kerület", 67 m² terület, 2 + 1 fél szoba
 31.5 M Ft ," Kós Károly tér 8., XIX. kerület", 53 m² terület, 2 szoba
 23.9 M Ft ," Forgách utca, XIII. kerület", 32 m² terület, 1 szoba
 29.9 M Ft ," Nádor utca, IV. kerület", 54 m² terület, 1 + 1 fél szoba
 29 M Ft ," Esze Tamás utca, XIX. kerület", 46 m² terület, 2 szoba
 19.2 M Ft ," Ady Endre utca, XX. kerület", 37 m² terület, 1 szoba
 27.5 M Ft ," Baross utca, XX. kerület", 55 m² terület, 2 szoba
 28.9 M Ft ," Palóc utca, XIII. kerület", 33 m² terület, 1 szoba
 35.9 M Ft ," Káposztásmegyeri út, IV. kerület", 52 m² terület, 2 szoba
 32.3 M Ft ," Radnóti Miklós utca 21, XIII. kerület", 34 m² terület, 1 szoba
 30 M Ft ," Belgrád rakpart 10., V. kerület", 33 m² terület, 1 szoba
 20.5 M Ft ," Mohács utca, XIII. kerület", 25 m² terület, 1 szoba
 32 M Ft ," Julianus barát utca, IV. kerület", 50 m² terület, 1 + 2 fél szoba
 22.89 M Ft ," Hársfa sétány, XX. kerület", 41 m² terület, 1 + 1 fél szoba
 31.5 M Ft ," Röppentyű utca, XIII. kerület", 50 m² terület, 1 + 1 fél szoba
 28.9 M Ft ," Sas utca, V. kerület", 21 m² terület, 1 szoba
 34.4 M Ft ," Berda József utca, IV. kerület", 71 m² terület, 2 + 1 fél szoba
 28.9 M Ft ," Szekszárdi utca, XIII. kerület", 29 m² terület, 1 szoba
 36.5 M Ft ," Petneházy utca, XIII. kerület", 41 m² terület, 2 szoba
 26.4 M Ft ," Vécsey Károly utca, IV. kerület", 42 m² terület, 1 + 1 fél szoba
 26.5 M Ft ," Kordován tér, IV. kerület", 38 m² terület, 1 szoba
 31.5 M Ft ," Galopp utca, IV. kerület", 65 m² terület, 2 + 1 fél szoba
 29.7 M Ft ," Fiastyúk utca, XIII. kerület", 38 m² terület, 1 + 1 fél szoba
 30.9 M Ft ," Kresz Géza utca, XIII. kerület", 49 m² terület, 1 + 1 fél szoba
 37.85 M Ft ," Párkány utca 46., XIII. kerület", 58 m² terület, 1 + 2 fél szoba
 30.5 M Ft ," Hild tér, V. kerület", 24 m² terület, 1 szoba
 28 M Ft ," Csata utca, XIII. kerület", 49 m² terület, 2 szoba
 25.8 M Ft ," Babér utca, XIII. kerület", 35 m² terület, 1 + 1 fél szoba
 32.5 M Ft ," Mátyás tér 1, IV. kerület", 64 m² terület, 2 + 1 fél szoba
 29.9 M Ft ," Kresz Géza utca 29, XIII. kerület", 38 m² terület, 1 szoba
 31 M Ft ," Galopp utca, IV. kerület", 67 m² terület, 2 + 1 fél szoba
 29.8 M Ft ," Révész utca 2., XIII. kerület", 40 m² terület, 1 szoba
 31 M Ft ," Kossuth Lajos utca 107, XX. kerület", 60 m² terület, 2 szoba
 24.2 M Ft ," Ritka utca, XX. kerület", 53 m² terület, 2 szoba
 23.9 M Ft ," Kosárfonó utca, XIX. kerület", 35 m² terület, 1 + 1 fél szoba
 34.9 M Ft ," Tahi utca 70, XIII. kerület", 50 m² terület, 2 szoba
 27.5 M Ft ," Váci út 170, XIII. kerület", 41 m² terület, 1 szoba
 32.5 M Ft ," Dráva utca, XIII. kerület", 37 m² terület, 1 + 1 fél szoba
 31.8 M Ft ," Falemez utca 12, IV. kerület", 55 m² terület, 1 + 2 fél szoba
 34.99 M Ft ," Petőfi utca, XIX. kerület", 75 m² terület, 3 + 1 fél szoba
 29.9 M Ft ," Széchenyi utca, XIX. kerület", 59 m² terület, 1 + 2 fél szoba
 31.9 M Ft ," Káposztásmegyeri út, IV. kerület", 55 m² terület, 2 szoba
 29.9 M Ft ," Petőfi utca, XIX. kerület", 59 m² terület, 1 + 2 fél szoba
 21.5 M Ft ," Zamárdi utca, XX. kerület", 33 m² terület, 1 szoba
 23.2 M Ft ," Szent László út 135, XIII. kerület", 53 m² terület, 1 + 1 fél szoba
 26.3 M Ft ," Vécsey utca 1, XIX. kerület", 64 m² terület, 2 + 1 fél szoba
 33.4 M Ft ," Tél utca, IV. kerület", 68 m² terület, 2 + 2 fél szoba
 26.8 M Ft ," Béke utca, XIII. kerület", 56 m² terület, 2 szoba
 31 M Ft ," Csuka utca, XIII. kerület", 48 m² terület, 1 + 1 fél szoba
 27.8 M Ft ," Thurzó utca 22, XIII. kerület", 27 m² terület, 1 szoba
 18.5 M Ft ," Könyvkötő utca, XIX. kerület", 36 m² terület, 1 szoba
 36.9 M Ft ," Taksony utca 7, XIII. kerület", 40 m² terület, 1 szoba
 31.2 M Ft ," Dunyov István utca, XIII. kerület", 57 m² terület, 1 + 2 fél szoba
 27.8 M Ft ," Nyár utca, IV. kerület", 53 m² terület, 2 szoba
 23.9 M Ft ," Rákóczi utca, XIX. kerület", 50 m² terület, 2 szoba
 35.9 M Ft ," Angyalföld, XIII. kerület", 38 m² terület, 2 szoba
 35.9 M Ft ," Bihari János utca, V. kerület", 35 m² terület, 1 szoba
 32.9 M Ft ," Wolfner utca, IV. kerület", 33 m² terület, 1 szoba
 28.9 M Ft ," Angyalföld – Lőportárdűlő, XIII. kerület", 35 m² terület, 1 + 1 fél szoba
 30.5 M Ft ," Gyöngyösi utca, XIII. kerület", 46 m² terület, 2 szoba
 37.2 M Ft ," Dráva utca, XIII. kerület", 44 m² terület, 1 + 1 fél szoba
 19.9 M Ft ," Illek Vince utca, IV. kerület", 31 m² terület, 1 szoba
 22.9 M Ft ," Előd utca 43, XX. kerület", 64 m² terület, 2 + 1 fél szoba
 26.99 M Ft ," Kárpát utca, XIII. kerület", 34 m² terület, 1 szoba
 31.9 M Ft ," Rózsa utca, IV. kerület", 54 m² terület, 2 szoba
 28.3 M Ft ," Virág utca, IV. kerület", 54 m² terület, 2 szoba
 34.9 M Ft ," Lehel utca, XIII. kerület", 48 m² terület, 1 + 1 fél szoba
 37.99 M Ft ," Tomori utca, XIII. kerület", 60 m² terület, 2 szoba
 31.9 M Ft ," Visegrádi utca, XIII. kerület", 49 m² terület, 2 szoba
 15.5 M Ft ," Ősz utca, XX. kerület", 26 m² terület, 1 szoba
 23 M Ft ," Baross utca, XX. kerület", 45 m² terület, 2 szoba
 24.17 M Ft ," Angyalföld, XIII. kerület", 27 m² terület, 1 szoba
 27.9 M Ft ," Váci út, XIII. kerület", 44 m² terület, 2 szoba
 33.9 M Ft ," Nyár utca, IV. kerület", 67 m² terület, 2 + 2 fél szoba
 20.2 M Ft ," Újpest-Központ, IV. kerület", 32 m² terület, 1 szoba
 25.9 M Ft ," Ritka utca, XX. kerület", 51 m² terület, 2 szoba
 34.99 M Ft ," József Attila utca, V. kerület", 38 m² terület, 2 szoba
 21.5 M Ft ," Szent László tér, IV. kerület", 38 m² terület, 1 szoba
 31.9 M Ft ," Hajdú utca, XIII. kerület", 57 m² terület, 1 + 2 fél szoba
 28.8 M Ft ," Istvántelki út, IV. kerület", 59 m² terület, 1 + 2 fél szoba
 22.5 M Ft ," Szent László tér, IV. kerület", 37 m² terület, 1 szoba
 24.9 M Ft ," Kossuth Lajos utca, XX. kerület", 50 m² terület, 1 + 1 fél szoba
 26.9 M Ft ," Nyár utca, IV. kerület", 53 m² terület, 2 szoba
 21.9 M Ft ," Újpest, IV. kerület", 35 m² terület, 1 szoba
 23.9 M Ft ," Szent László út, XIII. kerület", 59 m² terület, 2 szoba
 30.7 M Ft ," Virág utca, IV. kerület", 71 m² terület, 3 szoba
 31.4 M Ft ," Galopp utca, IV. kerület", 67 m² terület, 2 + 1 fél szoba
 24.99 M Ft ," Mura utca, XIII. kerület", 41 m² terület, 1 + 1 fél szoba
 27.29 M Ft ," Kispesti lakótelep, XIX. kerület", 53 m² terület, 1 + 2 fél szoba
 25.9 M Ft ," Esztergomi út, XIII. kerület", 37 m² terület, 2 szoba
 21.9 M Ft ," Süllő utca, XIII. kerület", 27 m² terület, 1 szoba
 19.9 M Ft ," Valéria utca, XX. kerület", 37 m² terület, 2 szoba
 21.99 M Ft ," Wesselényi utca, XX. kerület", 54 m² terület, 2 szoba
 15.9 M Ft ," Angyalföld, XIII. kerület", 27 m² terület, 1 szoba
 25.9 M Ft ," Kossuth Lajos utca, XX. kerület", 53 m² terület, 2 szoba
 36.9 M Ft ," Pacsirtatelep, XX. kerület", 54 m² terület, 2 szoba
 26.5 M Ft ," Csokonai utca, XIX. kerület", 55 m² terület, 2 szoba
 22.49 M Ft ," Újpest-Központ, IV. kerület", 37 m² terület, 1 + 1 fél szoba
 25.75 M Ft ," Bessenyei utca, XIII. kerület", 37 m² terület, 1 szoba
 29.5 M Ft ," Dévai utca 19, XIII. kerület", 29 m² terület, 1 szoba
 36.9 M Ft ," Béke utca, XIII. kerület", 62 m² terület, 2 szoba
 29.9 M Ft ," Nádasdy utca, XIX. kerület", 50 m² terület, 2 szoba
 37.8 M Ft ," Závodszky Zoltán utca, IV. kerület", 73 m² terület, 2 + 1 fél szoba
 29.5 M Ft ," Róbert Károly körút 16/A, XIII. kerület", 37 m² terület, 1 szoba
 26.9 M Ft ," Batthyány utca, XIX. kerület", 59 m² terület, 1 + 2 fél szoba
 34.9 M Ft ," Pannónia út, XIX. kerület", 45 m² terület, 2 szoba
 30.5 M Ft ," Felka utca, XIII. kerület", 30 m² terület, 1 szoba
 31.5 M Ft ," Munkásotthon utca, IV. kerület", 53 m² terület, 2 szoba
 32.9 M Ft ," Róbert Károly körút 24, XIII. kerület", 56 m² terület, 1 + 2 fél szoba
 37.5 M Ft ," Göncöl utca, XIII. kerület", 60 m² terület, 2 + 1 fél szoba
 34.9 M Ft ," Teve utca 9/D, XIII. kerület", 39 m² terület, 1 + 1 fél szoba
 33.5 M Ft ," Kassák Lajos utca 72, XIII. kerület", 51 m² terület, 2 szoba
 31.5 M Ft ," Babér utca 27., XIII. kerület", 35 m² terület, 1 + 1 fél szoba
 27.8 M Ft ," Róbert Károly körút 22, XIII. kerület", 46 m² terület, 1 + 1 fél szoba
 36.5 M Ft ," Nádasdy Kálmán utca, IV. kerület", 67 m² terület, 2 + 1 fél szoba
 34.7 M Ft ," Föveny utca, XIII. kerület", 56 m² terület, 2 szoba
 21.5 M Ft ," Mildenberger utca 26, IV. kerület", 28 m² terület, 1 szoba
 32.9 M Ft ," Csuka utca 2, XIII. kerület", 47 m² terület, 2 szoba
 24.3 M Ft ," Petőfi utca 22, IV. kerület", 35 m² terület, 1 + 1 fél szoba
 34 M Ft ," Vasút sor 10/D, XX. kerület", 43 m² terület, 1 + 2 fél szoba
 30 M Ft ," Jász utca 92/A, XIII. kerület", 43 m² terület, 1 + 1 fél szoba
 23 M Ft ," Alkotmány utca 19, V. kerület", 16 m² terület, 1 szoba
 25.8 M Ft ," Pannónia utca, XIII. kerület", 24 m² terület, 1 szoba
 27.9 M Ft ," Pannónia út, XIX. kerület", 51 m² terület, 2 szoba
 24.5 M Ft ," Szabolcsi Bence tér, IV. kerület", 38 m² terület, 1 szoba
 35.9 M Ft ," Hegedűs Gyula utca, XIII. kerület", 42 m² terület, 2 szoba
 29.49 M Ft ," Wesselényi utca 154., XX. kerület", 54 m² terület, 2 szoba
 28.5 M Ft ," Erdősor út, IV. kerület", 49 m² terület, 2 szoba
 26.9 M Ft ," Hegedűs Gyula utca, XIII. kerület", 27 m² terület, 1 szoba
 18.9 M Ft ," Dessewffy utca, XX. kerület", 27 m² terület, 1 szoba
 24.5 M Ft ," Tahi utca, XIII. kerület", 32 m² terület, 1 + 1 fél szoba
 31.8 M Ft ," Külső Szilágyi út 16., IV. kerület", 67 m² terület, 2 + 1 fél szoba
 29.9 M Ft ," Kassák Lajos utca, XIII. kerület", 40 m² terület, 1 + 1 fél szoba
 28.8 M Ft ," Régi posta utca, V. kerület", 44 m² terület, 1 + 1 fél szoba
 34.9 M Ft ," Teve utca, XIII. kerület", 36 m² terület, 1 szoba
 26.9 M Ft ," Munkásotthon utca 14-16, IV. kerület", 33 m² terület, 1 szoba
 29.99 M Ft ," Nádasdy utca, XIX. kerület", 74 m² terület, 3 szoba
 26.8 M Ft ," Kassák Lajos utca, XIII. kerület", 32 m² terület, 1 szoba
 32 M Ft ," Szent László út, XIII. kerület", 48 m² terület, 1 szoba
 37.5 M Ft ," Október 6. utca, V. kerület", 38 m² terület, 1 szoba
 31.9 M Ft ," Lehel utca, XIII. kerület", 47 m² terület, 2 szoba
 36 M Ft ," Wolfner utca, IV. kerület", 31 m² terület, 1 szoba
 23.8 M Ft ," Attila utca 24, XX. kerület", 55 m² terület, 2 szoba
 27.4 M Ft ," Szabolcs utca 26-28., XIII. kerület", 31 m² terület, 1 szoba
 28.9 M Ft ," Erzsébet utca, IV. kerület", 53 m² terület, 1 + 2 fél szoba
 25.5 M Ft ," Eperjes utca, XX. kerület", 56 m² terület, 2 szoba
 28.9 M Ft ," Tomori köz, XIII. kerület", 40 m² terület, 1 szoba
 26.3 M Ft ," Perényi Zsigmond utca, IV. kerület", 46 m² terület, 1 + 1 fél szoba
 29.99 M Ft ," Petőfi utca, IV. kerület", 53 m² terület, 2 szoba
 27.4 M Ft ," Reitter Ferenc utca 58, XIII. kerület", 35 m² terület, 1 szoba
 30.5 M Ft ," Róbert Károly körút, XIII. kerület", 46 m² terület, 1 + 1 fél szoba
 35.5 M Ft ," Róbert Károly körút 18/A, XIII. kerület", 59 m² terület, 2 + 1 fél szoba
 18.8 M Ft ," Szigetvár utca 1, XX. kerület", 36 m² terület, 1 szoba
 35.9 M Ft ," Váci út, XIII. kerület", 44 m² terület, 1 + 1 fél szoba
 32.5 M Ft ," Baross utca, XX. kerület", 53 m² terület, 1 + 2 fél szoba
 24.9 M Ft ," Nádor utca 42-44, IV. kerület", 46 m² terület, 1 szoba
 23.9 M Ft ," Béke utca 124/A, XIII. kerület", 40 m² terület, 1 szoba
 23.5 M Ft ," Zamárdi utca, XX. kerület", 38 m² terület, 1 szoba
 23 M Ft ," Téglagyár tér, XX. kerület", 36 m² terület, 1 szoba
 29.9 M Ft ," Vak Bottyán utca, XIX. kerület", 68 m² terület, 2 + 2 fél szoba
 18.7 M Ft ," Csokonai utca 36, IV. kerület", 35 m² terület, 1 szoba
 28 M Ft ," Baba utca 55, XX. kerület", 58 m² terület, 2 szoba
 37.6 M Ft ," Közműhelytelep utca 24, XX. kerület", 43 m² terület, 2 szoba
 31 M Ft ," Árpád utca 9/A, XIX. kerület", 74 m² terület, 3 szoba
 35.9 M Ft ," Külső Szilágyi út 110, IV. kerület", 70 m² terület, 2 + 1 fél szoba
 34.5 M Ft ," Závodszky Zoltán utca, IV. kerület", 74 m² terület, 3 szoba
 31.9 M Ft ," István út, IV. kerület", 71 m² terület, 2 + 1 fél szoba
 31.9 M Ft ," Népfürdő utca 21, XIII. kerület", 36 m² terület, 1 szoba
 21.9 M Ft ," Turbina utca 8, XIII. kerület", 26 m² terület, 1 szoba
 19.49 M Ft ," Jász utca, XIII. kerület", 24 m² terület, 1 szoba
 31.2 M Ft ," Ambrus Zoltán utca 15, IV. kerület", 51 m² terület, 2 szoba
 24.99 M Ft ," Bőröndös utca 26, IV. kerület", 36 m² terület, 1 + 1 fél szoba
